No,Player,Team,Position,Games,Duel Quota,Duels per Game,Won Duels
90,"Jessen, Leon",1. FC Kaiserslautern,Abwehr,27,"56,59%","8,11",219
91,"Caligiuri, Marco",1. FSV Mainz 05,Mittelfeld,22,"56,58%","12,5",275
92,"Tymoshchuk, Anatoliy",Bayern München,Mittelfeld,26,"56,57%","9,77",254
93,Zé Roberto,Hamburger SV,Mittelfeld,31,"56,45%","10,87",337
93,"Polanski, Eugen",1. FSV Mainz 05,Mittelfeld,28,"56,45%","12,04",337
95,"Kačar, Gojko",Hamburger SV,Mittelfeld,23,"56,23%","8,43",194
96,"Şahin, Nuri",Borussia Dortmund,Mittelfeld,30,"56,20%",13,390
97,"Dick, Florian",1. FC Kaiserslautern,Abwehr,27,"56,13%",10,270
98,"Eichner, Christian",1. FC Köln,Abwehr,21,"55,90%","8,57",180
99,"Schuster, Julian",SC Freiburg,Mittelfeld,26,"55,89%","12,23",318
100,"Silvestre, Mikaël",Werder Bremen,Abwehr,26,"55,88%","11,69",304
101,"Jung, Sebastian",Eintracht Frankfurt,Abwehr,33,"55,77%","7,76",256
102,Josué,VfL Wolfsburg,Mittelfeld,26,"55,59%","13,77",358
103,"Barth, Oliver",SC Freiburg,Abwehr,29,"55,53%","8,83",256
104,"Simons, Timmy",1. FC Nürnberg,Mittelfeld,34,"55,52%","10,35",352
105,"Rincón, Tomás",Hamburger SV,Mittelfeld,19,"55,49%","9,32",177
106,"Rolfes, Simon",Bayer Leverkusen,Mittelfeld,28,"55,49%","9,39",263
107,"Nordtveit, Håvard",Bor. Mönchengladbach,Mittelfeld,16,"55,27%","9,5",152
108,"Volz, Moritz",FC St. Pauli,Abwehr,9,"55,24%","12,89",116
109,"Zabavník, Radoslav",1. FSV Mainz 05,Abwehr,20,"55,08%","12,2",244
110,"Bastians, Felix",SC Freiburg,Abwehr,29,"55,03%","7,17",208
111,"Vasoski, Aleksandar",Eintracht Frankfurt,Abwehr,11,"54,79%","7,27",80
112,"Rudy, Sebastian",1899 Hoffenheim,Mittelfeld,32,"54,75%","11,34",363
113,Antônio da Silva,Borussia Dortmund,Mittelfeld,22,"54,68%","6,64",146
114,"Papadopoulos, Kyriakos",FC Schalke 04,Abwehr,18,"54,61%","8,56",154
115,"Beck, Andreas",1899 Hoffenheim,Abwehr,33,"54,58%","13,73",453
116,"Schmidt, Dominik",Werder Bremen,Abwehr,12,"54,39%","10,33",124
117,"Arango, Juan",Bor. Mönchengladbach,Mittelfeld,25,"54,32%","10,32",258
118,"Cherundolo, Steven",Hannover 96,Abwehr,33,"54,28%","9,42",311
119,"Rakitić, Ivan",FC Schalke 04,Mittelfeld,16,"54,24%","9,19",147
120,"Rothenbach, Carsten",FC St. Pauli,Abwehr,13,"54,23%","8,38",109
121,"Mohamad, Youssef",1. FC Köln,Abwehr,28,"54,11%","7,29",204
122,"Matuszczyk, Adam",1. FC Köln,Mittelfeld,24,"54,06%","8,88",213
123,"Boll, Fabian",FC St. Pauli,Mittelfeld,28,"53,90%","12,82",359
124,"Boulahrouz, Khalid",VfB Stuttgart,Abwehr,16,"53,75%","8,06",129
125,"Pranjić, Danijel",Bayern München,Mittelfeld,28,"53,73%","6,18",173
126,"Uchida, Atsuto",FC Schalke 04,Abwehr,26,"53,72%","8,62",224
127,"Braafheid, Edson",1899 Hoffenheim,Abwehr,13,"53,33%","8,62",112
128,"Heller, Florian",1. FSV Mainz 05,Mittelfeld,19,"53,19%","3,95",75
129,"Lehmann, Matthias",FC St. Pauli,Mittelfeld,33,"53,06%","8,94",295
130,"Mujdža, Mensur",SC Freiburg,Abwehr,32,"53,05%","10,31",330
131,"Jansen, Marcell",Hamburger SV,Abwehr,16,"52,96%","9,5",152
132,"Matip, Joel",FC Schalke 04,Abwehr,26,"52,94%","6,58",171
133,"Träsch, Christian",VfB Stuttgart,Mittelfeld,34,"52,80%","11,65",396
134,"Schweinsteiger, Bastian",Bayern München,Mittelfeld,32,"52,67%","12,66",405
135,"Pekarík, Peter",VfL Wolfsburg,Abwehr,23,"52,63%","6,52",150
135,"Daube, Dennis",FC St. Pauli,Mittelfeld,13,"52,63%","8,46",110
137,"Ballack, Michael",Bayer Leverkusen,Mittelfeld,17,"52,61%","8,88",151
138,"Jones, Jermaine",FC Schalke 04,Mittelfeld,10,"52,36%","12,2",122
139,"Kroos, Toni",Bayern München,Mittelfeld,27,"52,34%","7,04",190
140,Hugo Almeida,Werder Bremen,Sturm,13,"52,27%","7,08",92
141,Bamba Anderson,Bor. Mönchengladbach,Abwehr,13,"52,17%","7,38",96
142,"Bradley, Michael",Bor. Mönchengladbach,Mittelfeld,19,"51,99%","7,58",144
143,"Lanig, Martin",1. FC Köln,Mittelfeld,28,"51,83%","14,14",396
144,"Bender, Sven",Borussia Dortmund,Mittelfeld,31,"51,80%","13,9",431
145,Petit,1. FC Köln,Mittelfeld,24,"51,69%","10,83",260
146,"Rode, Sebastian",Eintracht Frankfurt,Mittelfeld,11,"51,63%","10,09",111
147,Cícero,VfL Wolfsburg,Mittelfeld,21,"51,57%","7,81",164
148,"Jarolím, David",Hamburger SV,Mittelfeld,24,"51,49%","11,54",277
149,"Diekmeier, Dennis",Hamburger SV,Abwehr,8,"51,39%","9,25",74
150,"Moritz, Christoph",FC Schalke 04,Mittelfeld,12,"51,26%","8,5",102
151,"Barnetta, Tranquillo",Bayer Leverkusen,Mittelfeld,24,"50,66%","7,96",191
152,"Meier, Alexander",Eintracht Frankfurt,Sturm,24,"50,66%","12,79",307
153,"Petsos, Thanos",1. FC Kaiserslautern,Mittelfeld,20,"50,49%","7,7",154
154,"Brečko, Mišo",1. FC Köln,Abwehr,29,"50,34%","7,59",220
155,"Alaba, David",1899 Hoffenheim,Mittelfeld,19,"50,30%","8,74",166
156,"Borowski, Tim",Werder Bremen,Mittelfeld,12,"50,00%",8,96
157,"Vukčević, Boris",1899 Hoffenheim,Mittelfeld,26,"49,90%","9,15",238
158,Renato Augusto,Bayer Leverkusen,Mittelfeld,27,"49,83%","10,89",294
159,"Okazaki, Shinji",VfB Stuttgart,Sturm,12,"49,78%","9,42",113
160,"Ehret, Fabrice",1. FC Köln,Mittelfeld,21,"49,73%","8,86",186
161,Diego,VfL Wolfsburg,Mittelfeld,30,"49,45%","12,03",361
162,"Kirch, Oliver",1. FC Kaiserslautern,Mittelfeld,29,"49,31%","7,34",213
163,"Tiffert, Christian",1. FC Kaiserslautern,Mittelfeld,33,"48,77%",9,297
164,"Polák, Jan",VfL Wolfsburg,Mittelfeld,12,"48,48%",8,96
165,"Mandžukić, Mario",VfL Wolfsburg,Sturm,24,"48,38%","11,17",268
166,"Kuzmanović, Zdravko",VfB Stuttgart,Mittelfeld,32,"48,36%","5,06",162
167,"Müller, Thomas",Bayern München,Sturm,34,"48,26%","11,44",389
168,"Bargfrede, Philipp",Werder Bremen,Mittelfeld,28,"48,19%","10,46",293
169,"Karhan, Miroslav",1. FSV Mainz 05,Mittelfeld,13,"48,18%","5,08",66
170,"Morávek, Jan",1. FC Kaiserslautern,Mittelfeld,29,"48,04%","11,41",331
171,"Hegeler, Jens",1. FC Nürnberg,Mittelfeld,34,"47,93%","13,65",464
172,"Soto, Elkin",1. FSV Mainz 05,Mittelfeld,26,"47,89%","9,62",250
173,"Robben, Arjen",Bayern München,Sturm,14,"47,87%","9,64",135
174,"Hennings, Rouwen",FC St. Pauli,Sturm,16,"47,73%","6,56",105
175,"Idrissou, Mohamadou",Bor. Mönchengladbach,Sturm,33,"47,55%","13,55",447
176,"Gentner, Christian",VfB Stuttgart,Mittelfeld,31,"47,33%","7,71",239
177,"Köhler, Benjamin",Eintracht Frankfurt,Mittelfeld,30,"47,32%","9,43",283
178,"Herrmann, Patrick",Bor. Mönchengladbach,Mittelfeld,24,"47,28%","6,17",148
179,"Boka, Arthur",VfB Stuttgart,Abwehr,23,"47,15%",9,207
180,"Pitroipa, Jonathan",Hamburger SV,Mittelfeld,26,"47,08%","9,62",250
181,"Błaszczykowski, Jakub",Borussia Dortmund,Mittelfeld,29,"46,67%","6,52",189
182,"Nicu, Maximilian",SC Freiburg,Mittelfeld,23,"46,63%","7,22",166
183,"Kluge, Peer",FC Schalke 04,Mittelfeld,22,"46,54%","9,77",215
184,"Klose, Miroslav",Bayern München,Sturm,20,"46,50%","4,65",93
185,"Cohen, Almog",1. FC Nürnberg,Mittelfeld,25,"46,45%","7,6",190
186,"Stindl, Lars",Hannover 96,Mittelfeld,33,"46,41%","11,15",368
187,"Schmitz, Lukas",FC Schalke 04,Abwehr,23,"46,36%","8,87",204
188,"Ochs, Patrick",Eintracht Frankfurt,Abwehr,29,"46,30%","8,62",250
189,Sérgio da Silva Pinto,Hannover 96,Mittelfeld,31,"46,17%","8,94",277
190,"Ribéry, Franck",Bayern München,Mittelfeld,25,"45,80%","10,24",256
191,"Ekici, Mehmet",1. FC Nürnberg,Mittelfeld,32,"45,77%","9,47",303
192,"Stoppelkamp, Moritz",Hannover 96,Mittelfeld,23,"45,64%","5,7",131
193,"Iličević, Ivo",1. FC Kaiserslautern,Mittelfeld,21,"45,54%","9,48",199
194,"Trochowski, Piotr",Hamburger SV,Mittelfeld,21,"45,49%","5,52",116
195,"Frantz, Mike",1. FC Nürnberg,Mittelfeld,14,"45,45%","8,21",115
196,"de Camargo, Igor",Bor. Mönchengladbach,Sturm,19,"45,39%","9,58",182
197,"Reus, Marco",Bor. Mönchengladbach,Sturm,32,"45,15%","11,5",368
198,"Peszko, Sławomir",1. FC Köln,Mittelfeld,11,"45,06%","9,55",105
199,"Abdessadki, Yacine",SC Freiburg,Mittelfeld,21,"45,04%","10,81",227
200,Jurado,FC Schalke 04,Mittelfeld,28,"45,01%","7,25",203
201,"Gomez, Mario",Bayern München,Sturm,32,"45,00%","7,03",225
202,"Dejagah, Ashkan",VfL Wolfsburg,Sturm,23,"44,98%","6,04",139
203,"Derdiyok, Eren",Bayer Leverkusen,Sturm,32,"44,94%","8,19",262
204,"Nemec, Adam",1. FC Kaiserslautern,Sturm,24,"44,62%","4,67",112
205,"Gündoğan, İlkay",1. FC Nürnberg,Mittelfeld,25,"44,61%","8,44",211
206,"Ba, Demba",1899 Hoffenheim,Sturm,17,"44,57%","9,65",164
207,"Großkreutz, Kevin",Borussia Dortmund,Mittelfeld,34,"44,44%","8,94",304
208,"Salihović, Sejad",1899 Hoffenheim,Mittelfeld,26,"44,43%","10,12",263
209,"Hajnal, Tamás",VfB Stuttgart,Mittelfeld,12,"44,40%","9,58",115
210,"Ottl, Andreas",Bayern München,Mittelfeld,15,"44,38%",5,75
211,"Gebhart, Timo",VfB Stuttgart,Mittelfeld,25,"44,21%","10,24",256
212,"Makiadi, Cédric",SC Freiburg,Mittelfeld,34,"44,04%","12,18",414
213,Wesley,Werder Bremen,Mittelfeld,20,"43,99%","9,7",194
214,"Putsila, Anton",SC Freiburg,Mittelfeld,25,"43,90%","7,48",187
215,"Altintop, Hamit",Bayern München,Mittelfeld,14,"43,81%","6,07",85
216,"Kießling, Stefan",Bayer Leverkusen,Sturm,22,"43,72%","10,91",240
217,"Elia, Eljero",Hamburger SV,Sturm,24,"43,71%","8,54",205
218,"Eigler, Christian",1. FC Nürnberg,Sturm,32,"43,66%","7,75",248
219,"Altintop, Halil",Eintracht Frankfurt,Sturm,34,"43,39%","6,56",223
220,"Schmiedebach, Manuel",Hannover 96,Mittelfeld,32,"43,27%","12,75",408
221,"Marin, Marko",Werder Bremen,Mittelfeld,34,"43,20%","8,5",289
222,"Holtby, Lewis",1. FSV Mainz 05,Mittelfeld,30,"43,15%","9,87",296
223,"Weis, Tobias",1899 Hoffenheim,Mittelfeld,17,"43,09%","7,71",131
224,"Castro, Gonzalo",Bayer Leverkusen,Abwehr,23,"43,08%","7,3",168
225,"Ebbers, Marius",FC St. Pauli,Sturm,31,"43,06%","6,9",214
226,"Mlapa, Peniel",1899 Hoffenheim,Sturm,30,"42,94%","7,1",213
227,"Rivić, Stiven",1. FC Kaiserslautern,Mittelfeld,12,"42,86%",6,72
228,"Ivanschitz, Andreas",1. FSV Mainz 05,Mittelfeld,20,"42,69%","5,4",108
229,"Clemens, Christian",1. FC Köln,Mittelfeld,27,"42,37%","7,3",197
230,"Farfán, Jefferson",FC Schalke 04,Sturm,28,"42,33%","10,75",301
231,"Petrić, Mladen",Hamburger SV,Sturm,22,"42,31%","10,5",231
232,"Hloušek, Adam",1. FC Kaiserslautern,Mittelfeld,13,"42,24%",9,117
233,"Jajalo, Mato",1. FC Köln,Mittelfeld,30,"42,20%","9,47",284
234,"Caligiuri, Daniel",SC Freiburg,Mittelfeld,23,"42,15%","8,52",196
235,"Lewandowski, Robert",Borussia Dortmund,Sturm,33,"41,92%","7,94",262
236,"Kruse, Max",FC St. Pauli,Mittelfeld,33,"41,72%","6,18",204
237,"Bartels, Fin",FC St. Pauli,Mittelfeld,31,"41,59%","8,61",267
238,"van Nistelrooy, Ruud",Hamburger SV,Sturm,25,"41,42%","7,72",193
239,"Wagner, Sandro",Werder Bremen,Sturm,23,"41,36%","7,7",177
240,"Bruns, Florian",FC St. Pauli,Mittelfeld,30,"41,31%","5,47",164
241,"Risse, Marcel",1. FSV Mainz 05,Mittelfeld,25,"41,29%","5,88",147
242,"Schlaudraff, Jan",Hannover 96,Sturm,21,"41,26%","6,86",144
243,"Guerrero, Paolo",Hamburger SV,Sturm,25,"41,13%","10,48",262
244,"Kagawa, Shinji",Borussia Dortmund,Mittelfeld,18,"41,06%","6,89",124
245,"Rosenthal, Jan",SC Freiburg,Mittelfeld,22,"40,92%","10,14",223
246,"Asamoah, Gerald",FC St. Pauli,Sturm,27,"40,90%","10,15",274
247,"Götze, Mario",Borussia Dortmund,Mittelfeld,33,"40,84%","10,67",352
248,"Pizarro, Claudio",Werder Bremen,Sturm,22,"40,82%","11,82",260
249,"Fenin, Martin",Eintracht Frankfurt,Sturm,24,"40,61%","4,42",106
250,"Sam, Sidney",Bayer Leverkusen,Mittelfeld,30,"40,48%","8,43",253
251,"Schürrle, André",1. FSV Mainz 05,Sturm,33,"40,46%","9,52",314
252,"Podolski, Lukas",1. FC Köln,Sturm,32,"40,24%","8,38",268
253,"Novakovič, Milivoje",1. FC Köln,Sturm,28,"40,18%","7,89",221
254,Edu,FC Schalke 04,Sturm,28,"40,04%","7,11",199
255,"Babel, Ryan",1899 Hoffenheim,Sturm,15,"39,95%","11,27",169
256,"Bobadilla, Raúl",Bor. Mönchengladbach,Sturm,14,"39,93%","7,93",111
257,"Helmes, Patrick",VfL Wolfsburg,Sturm,19,"39,30%","5,32",101
258,Raúl,FC Schalke 04,Sturm,34,"39,12%","6,5",221
259,"Takyi, Charles",FC St. Pauli,Mittelfeld,24,"39,03%","8,08",194
260,"Harnik, Martin",VfB Stuttgart,Sturm,32,"38,97%","8,5",272
261,"Kahlenberg, Thomas",VfL Wolfsburg,Mittelfeld,14,"38,81%","6,07",85
262,"Schieber, Julian",1. FC Nürnberg,Sturm,29,"38,29%","11,1",322
263,Caio,Eintracht Frankfurt,Mittelfeld,27,"38,12%","5,41",146
264,"Džeko, Edin",VfL Wolfsburg,Sturm,17,"37,95%","11,12",189
265,"Allagui, Sami",1. FSV Mainz 05,Sturm,28,"37,69%","7,93",222
266,"Naki, Deniz",FC St. Pauli,Sturm,20,"37,67%","4,2",84
267,"Hunt, Aaron",Werder Bremen,Mittelfeld,29,"37,61%","5,97",173
268,"Szalai, Ádám",1. FSV Mainz 05,Sturm,20,"37,48%","10,1",202
269,"Son, Heung-min",Hamburger SV,Sturm,13,"37,19%","5,69",74
270,"Amanatidis, Ioannis",Eintracht Frankfurt,Sturm,19,"37,13%","3,95",75
271,Grafite,VfL Wolfsburg,Sturm,28,"37,13%","8,86",248
272,"Hanke, Mike",Bor. Mönchengladbach,Sturm,21,"36,87%","5,95",125
273,"Gekas, Theofanis",Eintracht Frankfurt,Sturm,34,"36,79%","4,79",163
274,"Rausch, Konstantin",Hannover 96,Mittelfeld,34,"36,78%","5,85",199
275,"Barrios, Lucas",Borussia Dortmund,Sturm,32,"36,73%","8,56",274
276,"Flum, Johannes",SC Freiburg,Mittelfeld,12,"36,36%","5,67",68
277,"Cissé, Papiss Demba",SC Freiburg,Sturm,32,"36,30%","9,81",314
278,"Lakić, Srđan",1. FC Kaiserslautern,Sturm,31,"36,12%","12,42",385
279,"Pogrebnyak, Pavel",VfB Stuttgart,Sturm,26,"36,11%","8,85",230
280,Cacau,VfB Stuttgart,Sturm,27,"35,88%","7,48",202
281,"Ben-Hatira, Änis",Hamburger SV,Mittelfeld,18,"34,95%","7,22",130
282,"Sigurðsson, Gylfi",1899 Hoffenheim,Mittelfeld,29,"34,88%","3,9",113
283,"Abdellaoue, Mohammed",Hannover 96,Sturm,26,"34,62%","7,96",207
284,"Marica, Ciprian",VfB Stuttgart,Sturm,13,"33,77%","3,92",51
285,"Arnautović, Marko",Werder Bremen,Sturm,25,"33,61%","4,88",122
286,"Huntelaar, Klaas-Jan",FC Schalke 04,Sturm,24,"33,33%","6,21",149
287,"Reisinger, Stefan",SC Freiburg,Sturm,22,"32,83%","2,95",65
288,"Mak, Róbert",1. FC Nürnberg,Sturm,22,"32,70%","3,14",69
289,"Ibišević, Vedad",1899 Hoffenheim,Sturm,31,"32,14%","6,97",216
290,"Ya Konan, Didier",Hannover 96,Sturm,28,"30,08%","8,93",250
291,"Freis, Sebastian",1. FC Köln,Sturm,13,"27,81%","3,23",42
292,"Hoffer, Erwin",1. FC Kaiserslautern,Sturm,24,"27,35%","2,79",67
