No,Player,Team,Position,Games,Duel Quota,Duels per Game,Won Duels
38,"Toprak, Ömer",Bayer Leverkusen,Abwehr,27,"62,72%","9,04",244
39,"Pinola, Javier",1. FC Nürnberg,Abwehr,17,"62,24%","10,76",183
40,"Bruma, Jeffrey",Hamburger SV,Abwehr,22,"62,13%","10,59",233
41,"Compper, Marvin",1899 Hoffenheim,Abwehr,30,"61,83%","10,37",311
42,"Papastathopoulos, Sokratis",Werder Bremen,Abwehr,30,"61,58%","15,33",460
43,Felipe,VfL Wolfsburg,Abwehr,13,"61,57%","11,46",149
44,Sereno,1. FC Köln,Abwehr,25,"61,54%","9,92",248
45,"Wolf, Andreas",Werder Bremen,Abwehr,15,"61,13%","10,07",151
46,"Jantschke, Tony",Bor. Mönchengladbach,Abwehr,32,"60,99%","11,97",383
47,"Lanig, Martin",1. FC Köln,Mittelfeld,31,"60,81%","12,06",374
48,"Ginter, Matthias",SC Freiburg,Abwehr,13,"60,45%","8,23",107
49,"Vestergaard, Jannik",1899 Hoffenheim,Abwehr,23,"60,45%","10,57",243
50,"Russ, Marco",VfL Wolfsburg,Abwehr,24,"60,28%","10,63",255
51,"Papadopoulos, Kyriakos",FC Schalke 04,Abwehr,29,"60,27%","16,79",487
52,"Kobiashvili, Levan",Hertha BSC,Mittelfeld,31,"60,19%","8,29",257
53,"Amedick, Martin",1. FC Kaiserslautern,Abwehr,14,"59,74%","9,86",138
54,"Fuchs, Christian",FC Schalke 04,Abwehr,29,"59,67%","11,07",321
55,"Rodríguez, Ricardo",VfL Wolfsburg,Abwehr,17,"59,64%","9,82",167
56,"Zabavník, Radoslav",1. FSV Mainz 05,Abwehr,14,"59,54%","14,93",209
57,"Kirchhoff, Jan",1. FSV Mainz 05,Abwehr,29,"59,54%","12,38",359
58,"Fritz, Clemens",Werder Bremen,Abwehr,32,"59,46%","11,78",377
59,"Pospěch, Zdeněk",1. FSV Mainz 05,Abwehr,25,"59,24%","10,64",266
60,"Tymoshchuk, Anatoliy",Bayern München,Mittelfeld,23,"59,21%","7,83",180
61,"McKenna, Kevin",1. FC Köln,Abwehr,25,"59,15%","5,56",139
62,"Piszczek, Łukasz",Borussia Dortmund,Abwehr,32,"59,01%","10,03",321
63,"Kadlec, Michal",Bayer Leverkusen,Abwehr,29,"58,91%","10,03",291
64,"Niemeyer, Peter",Hertha BSC,Mittelfeld,31,"58,80%","13,26",411
65,"Eggimann, Mario",Hannover 96,Abwehr,16,"58,70%","8,44",135
66,"Kvist, William",VfB Stuttgart,Mittelfeld,33,"58,64%","10,18",336
67,"Jemal, Ammar",1. FC Köln,Abwehr,15,"58,60%","6,13",92
68,"Verhaegh, Paul",FC Augsburg,Abwehr,26,"58,54%","9,23",240
69,"Aogo, Dennis",Hamburger SV,Abwehr,30,"58,29%","7,03",211
70,"Chahed, Sofian",Hannover 96,Mittelfeld,16,"58,25%","7,06",113
71,"Reinartz, Stefan",Bayer Leverkusen,Mittelfeld,30,"58,21%","9,1",273
72,"Barth, Oliver",SC Freiburg,Abwehr,12,"58,11%","10,75",129
73,"Jessen, Leon",1. FC Kaiserslautern,Abwehr,15,"57,99%","8,47",127
74,"Cherundolo, Steven",Hannover 96,Abwehr,22,"57,87%","9,86",217
75,"Jones, Jermaine",FC Schalke 04,Mittelfeld,20,"57,84%","16,6",332
76,"Marx, Thorben",Bor. Mönchengladbach,Mittelfeld,19,"57,73%","2,95",56
77,"Molinaro, Cristian",VfB Stuttgart,Abwehr,23,"57,70%","7,65",176
78,"Sorg, Oliver",SC Freiburg,Abwehr,17,"57,54%",11,187
79,"Neustädter, Roman",Bor. Mönchengladbach,Mittelfeld,33,"57,50%","11,15",368
80,"Caligiuri, Marco",1. FSV Mainz 05,Mittelfeld,30,"57,45%","10,67",320
81,"Dick, Florian",1. FC Kaiserslautern,Abwehr,32,"57,42%","12,22",391
82,"Rolfes, Simon",Bayer Leverkusen,Mittelfeld,31,"57,17%","8,74",271
83,"Daems, Filip",Bor. Mönchengladbach,Abwehr,31,"57,08%","8,84",274
84,Rafinha,Bayern München,Abwehr,24,"57,00%","7,13",171
85,"Bender, Sven",Borussia Dortmund,Mittelfeld,24,"56,94%","11,63",279
86,"Brouwers, Roel",Bor. Mönchengladbach,Abwehr,21,"56,85%","6,71",141
87,"Schwaab, Daniel",Bayer Leverkusen,Abwehr,23,"56,78%","9,65",222
88,"Bender, Lars",Bayer Leverkusen,Mittelfeld,28,"56,67%","13,5",378
89,"Ottl, Andreas",Hertha BSC,Mittelfeld,26,"56,57%","7,12",185
90,"Bargfrede, Philipp",Werder Bremen,Mittelfeld,23,"56,38%","14,61",336
91,"Simons, Timmy",1. FC Nürnberg,Mittelfeld,34,"56,20%","9,74",331
92,"Janker, Christoph",Hertha BSC,Abwehr,18,"56,10%","5,11",92
93,"Schmitz, Lukas",Werder Bremen,Abwehr,26,"56,03%",10,260
94,"Abel, Mathias",1. FC Kaiserslautern,Abwehr,22,"55,73%","9,5",209
95,"Mujdža, Mensur",SC Freiburg,Abwehr,14,"55,60%","9,57",134
96,"Borysiuk, Ariel",1. FC Kaiserslautern,Mittelfeld,12,"55,22%","9,25",111
97,"Reinhardt, Dominik",FC Augsburg,Abwehr,16,"55,21%","5,63",90
98,"de Jong, Marcel",FC Augsburg,Abwehr,12,"55,17%","9,33",112
99,"Boka, Arthur",VfB Stuttgart,Abwehr,13,"55,15%","8,23",107
100,"Callsen-Bracker, Jan-Ingwer",FC Augsburg,Abwehr,30,"54,93%","9,83",295
101,"Kehl, Sebastian",Borussia Dortmund,Mittelfeld,27,"54,92%","10,33",279
102,"Polák, Jan",VfL Wolfsburg,Mittelfeld,16,"54,90%","8,75",140
103,"Bugera, Alexander",1. FC Kaiserslautern,Abwehr,20,"54,84%","6,8",136
104,"Nordtveit, Håvard",Bor. Mönchengladbach,Mittelfeld,31,"54,81%","8,45",262
105,"Hasebe, Makoto",VfL Wolfsburg,Mittelfeld,23,"54,81%","8,17",188
106,"Höger, Marco",FC Schalke 04,Mittelfeld,27,"54,77%","9,15",247
107,"Schulz, Christian",Hannover 96,Abwehr,27,"54,74%","7,7",208
108,"Schäfer, Marcel",VfL Wolfsburg,Abwehr,34,"54,08%","7,79",265
109,"Diagné, Fallou",SC Freiburg,Abwehr,15,"54,08%","8,4",126
110,"Lahm, Philipp",Bayern München,Abwehr,31,"54,05%","8,39",260
111,Luiz Gustavo,Bayern München,Mittelfeld,28,"53,96%","8,75",245
112,"Braafheid, Edson",1899 Hoffenheim,Abwehr,21,"53,87%","8,62",181
113,"Uchida, Atsuto",FC Schalke 04,Abwehr,18,"53,80%","9,06",163
114,"Träsch, Christian",VfL Wolfsburg,Mittelfeld,33,"53,71%","9,21",304
115,"Diekmeier, Dennis",Hamburger SV,Abwehr,24,"53,68%","8,21",197
116,"Williams, Daniel",1899 Hoffenheim,Mittelfeld,25,"53,64%","9,72",243
117,"Schweinsteiger, Bastian",Bayern München,Mittelfeld,22,"53,53%","11,73",258
118,"Riether, Sascha",1. FC Köln,Abwehr,33,"53,49%","6,97",230
119,"Ostrzolek, Matthias",FC Augsburg,Abwehr,12,"53,47%","10,92",131
120,"Polanski, Eugen",1. FSV Mainz 05,Mittelfeld,26,"53,44%","9,27",241
121,"Kroos, Toni",Bayern München,Mittelfeld,31,"53,36%","7,94",246
122,"Alaba, David",Bayern München,Abwehr,30,"53,33%","5,6",168
122,"Plattenhardt, Marvin",1. FC Nürnberg,Abwehr,9,"53,33%","7,11",64
124,"Rincón, Tomás",Hamburger SV,Mittelfeld,27,"53,31%","11,33",306
125,"Jarolím, David",Hamburger SV,Mittelfeld,22,"53,27%","10,36",228
126,"Beck, Andreas",1899 Hoffenheim,Abwehr,31,"53,23%","11,71",363
127,"Bastians, Felix",Hertha BSC,Abwehr,29,"53,19%","6,62",192
128,"Affolter, François",Werder Bremen,Abwehr,13,"53,09%","7,92",103
129,Josué,VfL Wolfsburg,Mittelfeld,28,"53,05%","9,93",278
130,"De Wit, Pierre",1. FC Kaiserslautern,Mittelfeld,25,"53,04%","7,32",183
131,"Johnson, Fabian",1899 Hoffenheim,Abwehr,29,"52,70%","7,41",215
132,"Hunt, Aaron",Werder Bremen,Mittelfeld,18,"52,58%","9,61",173
133,"Pander, Christian",Hannover 96,Abwehr,29,"52,08%","5,17",150
134,"Rudy, Sebastian",1899 Hoffenheim,Mittelfeld,28,"51,96%","9,46",265
135,"Arango, Juan",Bor. Mönchengladbach,Mittelfeld,34,"51,93%","10,29",350
136,"Iličević, Ivo",Hamburger SV,Mittelfeld,22,"51,86%","7,59",167
137,"Brečko, Mišo",1. FC Köln,Abwehr,27,"51,62%","7,67",207
138,"Lell, Christian",Hertha BSC,Abwehr,28,"51,30%","7,04",197
139,"Eichner, Christian",1. FC Köln,Abwehr,29,"51,23%","5,76",167
140,"Schuster, Julian",SC Freiburg,Mittelfeld,21,"51,21%","11,1",233
141,"Fathi, Malik",1. FSV Mainz 05,Abwehr,17,"51,14%","7,94",135
142,"Hegeler, Jens",1. FC Nürnberg,Mittelfeld,31,"50,81%","11,19",347
143,"Baumgartlinger, Julian",1. FSV Mainz 05,Mittelfeld,26,"50,48%","8,12",211
144,"Schmelzer, Marcel",Borussia Dortmund,Abwehr,28,"50,41%","8,75",245
145,"Hartherz, Florian",Werder Bremen,Abwehr,10,"50,29%","8,6",86
146,"Chandler, Timothy",1. FC Nürnberg,Abwehr,30,"50,27%","9,27",278
147,"Boulahrouz, Khalid",VfB Stuttgart,Abwehr,21,"50,11%","10,95",230
148,"Ignjovski, Aleksandar",Werder Bremen,Mittelfeld,26,"50,08%",12,312
149,"Flum, Johannes",SC Freiburg,Mittelfeld,30,"50,00%","9,03",271
150,"Balitsch, Hanno",1. FC Nürnberg,Mittelfeld,20,"49,83%","7,25",145
151,"Kačar, Gojko",Hamburger SV,Mittelfeld,21,"49,59%","8,57",180
152,"Brinkmann, Daniel",FC Augsburg,Mittelfeld,15,"49,31%","4,73",71
153,"Cohen, Almog",1. FC Nürnberg,Mittelfeld,24,"49,27%","5,63",135
154,"Vukčević, Boris",1899 Hoffenheim,Mittelfeld,18,"49,19%","10,11",182
155,"Werner, Tobias",FC Augsburg,Mittelfeld,22,"49,13%","6,41",141
156,"Sakai, Gōtoku",VfB Stuttgart,Abwehr,14,"49,12%",10,140
157,Sérgio da Silva Pinto,Hannover 96,Mittelfeld,30,"48,94%","7,67",230
158,"Gentner, Christian",VfB Stuttgart,Mittelfeld,28,"48,75%","5,57",156
159,"Błaszczykowski, Jakub",Borussia Dortmund,Mittelfeld,29,"48,53%","8,52",247
160,"Kuzmanović, Zdravko",VfB Stuttgart,Mittelfeld,26,"48,23%","5,23",136
161,"Gündoğan, İlkay",Borussia Dortmund,Mittelfeld,28,"48,11%","9,57",268
162,"Ebert, Patrick",Hertha BSC,Mittelfeld,26,"48,11%","7,35",191
163,"Castro, Gonzalo",Bayer Leverkusen,Abwehr,31,"48,11%","8,61",267
164,Renato Augusto,Bayer Leverkusen,Mittelfeld,18,"47,93%","7,72",139
165,"Schmid, Jonathan",SC Freiburg,Mittelfeld,22,"47,87%","9,18",202
166,"Soto, Elkin",1. FSV Mainz 05,Mittelfeld,31,"47,79%","10,13",314
167,"Davids, Lorenzo",FC Augsburg,Mittelfeld,20,"47,74%","6,35",127
168,"Holtby, Lewis",FC Schalke 04,Mittelfeld,27,"47,55%","9,33",252
169,"Hloušek, Adam",1. FC Nürnberg,Abwehr,11,"47,40%","7,45",82
170,"Okazaki, Shinji",VfB Stuttgart,Sturm,26,"47,36%","7,92",206
171,"Salihović, Sejad",1899 Hoffenheim,Mittelfeld,23,"47,29%","10,61",244
172,"Hosogai, Hajime",FC Augsburg,Mittelfeld,32,"47,25%","8,06",258
173,"Baier, Daniel",FC Augsburg,Mittelfeld,33,"47,16%","11,09",366
174,"Kießling, Stefan",Bayer Leverkusen,Sturm,34,"47,09%","16,44",559
175,"Mandžukić, Mario",VfL Wolfsburg,Sturm,32,"47,06%","16,78",537
176,"Feulner, Markus",1. FC Nürnberg,Mittelfeld,28,"46,95%","9,61",269
177,"Jansen, Marcell",Hamburger SV,Abwehr,29,"46,91%","9,41",273
178,"Tiffert, Christian",1. FC Kaiserslautern,Mittelfeld,31,"46,85%","7,68",238
179,"Ballack, Michael",Bayer Leverkusen,Mittelfeld,18,"46,79%","7,28",131
180,"Ribéry, Franck",Bayern München,Mittelfeld,32,"46,63%","10,81",346
181,"Perišić, Ivan",Borussia Dortmund,Mittelfeld,28,"46,56%","4,36",122
182,"Chihi, Adil",1. FC Köln,Mittelfeld,10,"46,51%",8,80
183,"Wagner, Sandro",1. FC Kaiserslautern,Sturm,18,"46,48%","11,72",211
184,"Kirch, Oliver",1. FC Kaiserslautern,Mittelfeld,23,"46,18%","6,04",139
185,"Caligiuri, Daniel",SC Freiburg,Mittelfeld,25,"46,18%","11,36",284
186,"Obasi, Chinedu",FC Schalke 04,Sturm,23,"45,86%","7,96",183
187,"Fortounis, Kostas",1. FC Kaiserslautern,Mittelfeld,28,"45,86%","8,89",249
188,"Schürrle, André",Bayer Leverkusen,Sturm,31,"45,72%","9,13",283
189,"Makiadi, Cédric",SC Freiburg,Mittelfeld,33,"45,51%","10,91",360
190,"Robben, Arjen",Bayern München,Sturm,24,"45,51%","6,75",162
191,"Junuzović, Zlatko",Werder Bremen,Mittelfeld,15,"45,48%","9,4",141
192,"Draxler, Julian",FC Schalke 04,Mittelfeld,30,"45,37%","6,2",186
193,"Weis, Tobias",1899 Hoffenheim,Mittelfeld,13,"45,22%","9,46",123
194,"Şahan, Olcay",1. FC Kaiserslautern,Mittelfeld,27,"45,04%","8,74",236
195,"Bellinghausen, Axel",FC Augsburg,Mittelfeld,25,"44,97%","9,84",246
196,"Mak, Róbert",1. FC Nürnberg,Sturm,17,"44,93%","5,47",93
197,"Stindl, Lars",Hannover 96,Mittelfeld,28,"44,86%",12,336
198,"Sala, Jacopo",Hamburger SV,Mittelfeld,13,"44,69%","6,15",80
199,"Herrmann, Patrick",Bor. Mönchengladbach,Mittelfeld,27,"44,63%","6,93",187
200,"Choupo-Moting, Eric Maxim",1. FSV Mainz 05,Sturm,34,"44,60%","10,56",359
201,"Schieber, Julian",VfB Stuttgart,Sturm,18,"44,59%","7,33",132
202,"Schlaudraff, Jan",Hannover 96,Sturm,31,"44,47%","5,58",173
203,"Clemens, Christian",1. FC Köln,Mittelfeld,31,"44,47%","6,74",209
204,"Derstroff, Julian",1. FC Kaiserslautern,Sturm,12,"44,34%","7,83",94
205,"Götze, Mario",Borussia Dortmund,Mittelfeld,17,"44,22%","10,35",176
206,"Abdessadki, Yacine",SC Freiburg,Mittelfeld,11,"44,20%","5,55",61
207,"Salihamidžić, Hasan",VfL Wolfsburg,Mittelfeld,15,"43,88%","5,73",86
208,"Mlapa, Peniel",1899 Hoffenheim,Sturm,24,"43,87%","4,92",118
209,"Trybull, Tom",Werder Bremen,Mittelfeld,15,"43,62%","9,8",147
210,"Esswein, Alexander",1. FC Nürnberg,Sturm,26,"43,50%","7,46",194
210,"Guédé, Karim",SC Freiburg,Mittelfeld,10,"43,50%","9,7",97
212,"Didavi, Daniel",1. FC Nürnberg,Mittelfeld,23,"43,18%","7,43",171
213,"Großkreutz, Kevin",Borussia Dortmund,Mittelfeld,31,"43,09%","7,74",240
214,"Putsila, Anton",SC Freiburg,Mittelfeld,19,"42,99%","7,11",135
215,"Ekici, Mehmet",Werder Bremen,Mittelfeld,21,"42,86%","4,86",102
216,"Sam, Sidney",Bayer Leverkusen,Mittelfeld,18,"42,82%","8,61",155
217,Raffael,Hertha BSC,Mittelfeld,31,"42,78%","9,94",308
218,Roberto Firmino,1899 Hoffenheim,Mittelfeld,30,"42,75%","11,6",348
219,"Farfán, Jefferson",FC Schalke 04,Sturm,23,"42,75%","9,87",227
220,"Ndjeng, Marcel",FC Augsburg,Mittelfeld,19,"42,69%","5,68",108
221,"Babel, Ryan",1899 Hoffenheim,Sturm,31,"42,63%","9,32",289
222,"Ochs, Patrick",VfL Wolfsburg,Abwehr,13,"42,53%","5,69",74
223,"Pizarro, Claudio",Werder Bremen,Sturm,29,"42,44%","11,62",337
224,"Müller, Thomas",Bayern München,Sturm,34,"42,39%","9,09",309
225,"Risse, Marcel",1. FSV Mainz 05,Mittelfeld,10,"42,17%",7,70
226,"Petsos, Thanos",1. FC Kaiserslautern,Mittelfeld,19,"42,01%","3,74",71
227,"Eigler, Christian",1. FC Nürnberg,Sturm,23,"41,88%","5,04",116
228,"Oehrl, Torsten",FC Augsburg,Sturm,16,"41,85%","14,13",226
229,"Dejagah, Ashkan",VfL Wolfsburg,Sturm,26,"41,84%","9,27",241
230,"Marin, Marko",Werder Bremen,Mittelfeld,21,"41,82%","5,48",115
231,"Tesche, Robert",Hamburger SV,Mittelfeld,23,"41,70%","5,13",118
232,"Schmiedebach, Manuel",Hannover 96,Mittelfeld,30,"41,69%","9,53",286
233,"Hanke, Mike",Bor. Mönchengladbach,Sturm,31,"41,57%","9,55",296
234,"Harnik, Martin",VfB Stuttgart,Sturm,34,"41,54%","10,32",351
235,"Töre, Gökhan",Hamburger SV,Mittelfeld,22,"41,51%","7,23",159
236,"Gomez, Mario",Bayern München,Sturm,33,"41,38%","6,55",216
237,"Pekhart, Tomáš",1. FC Nürnberg,Sturm,31,"41,22%","10,06",312
238,"Torun, Tunay",Hertha BSC,Sturm,20,"41,18%","3,85",77
239,"Rukavytsya, Nikita",Hertha BSC,Sturm,24,"41,09%","3,46",83
240,Raúl,FC Schalke 04,Sturm,32,"41,09%","6,84",219
241,"Koo, Ja-cheol",FC Augsburg,Mittelfeld,27,"40,79%","7,22",195
242,Cacau,VfB Stuttgart,Sturm,33,"40,56%","6,18",204
243,"Reus, Marco",Bor. Mönchengladbach,Sturm,32,"40,50%","10,06",322
244,"Lewandowski, Robert",Borussia Dortmund,Sturm,34,"40,29%","12,38",421
245,"Guerrero, Paolo",Hamburger SV,Sturm,23,"40,26%","13,22",304
246,"Derdiyok, Eren",Bayer Leverkusen,Sturm,25,"40,16%","5,96",149
247,"Ramos, Adrián",Hertha BSC,Sturm,31,"39,64%","10,74",333
248,"Petrić, Mladen",Hamburger SV,Sturm,26,"39,31%","7,92",206
249,"Lakić, Srđan",1899 Hoffenheim,Sturm,17,"39,24%","7,94",135
250,"Rosenthal, Jan",SC Freiburg,Mittelfeld,18,"38,95%","8,22",148
250,"Jiráček, Petr",VfL Wolfsburg,Mittelfeld,13,"38,95%","5,69",74
252,"Müller, Nicolai",1. FSV Mainz 05,Mittelfeld,23,"38,88%","8,43",194
253,"Hajnal, Tamás",VfB Stuttgart,Mittelfeld,33,"38,86%","6,61",218
254,"Jajalo, Mato",1. FC Köln,Mittelfeld,31,"38,71%","7,35",228
255,"Rausch, Konstantin",Hannover 96,Mittelfeld,33,"38,63%","4,94",163
256,"Arnautović, Marko",Werder Bremen,Sturm,19,"38,33%","4,58",87
257,"Peszko, Sławomir",1. FC Köln,Mittelfeld,32,"38,20%",9,288
258,"Sukuta-Pasu, Richard",1. FC Kaiserslautern,Sturm,24,"38,01%","5,88",141
259,"de Camargo, Igor",Bor. Mönchengladbach,Sturm,25,"37,96%","5,36",134
260,"Podolski, Lukas",1. FC Köln,Sturm,29,"37,81%","7,28",211
261,Jurado,FC Schalke 04,Mittelfeld,18,"37,62%","4,39",79
262,"Szalai, Ádám",1. FSV Mainz 05,Sturm,15,"37,39%","8,6",129
263,"Reisinger, Stefan",SC Freiburg,Sturm,25,"37,34%","3,6",90
264,"Novakovič, Milivoje",1. FC Köln,Sturm,20,"37,33%","8,25",165
265,"Kouemaha, Dorge",1. FC Kaiserslautern,Sturm,17,"37,22%","9,94",169
266,"Diouf, Mame",Hannover 96,Sturm,10,"36,78%","9,6",96
267,"Ben-Hatira, Änis",Hertha BSC,Mittelfeld,17,"36,73%","5,94",101
268,"Ibišević, Vedad",VfB Stuttgart,Sturm,25,"36,64%","8,72",218
269,"Lasogga, Pierre-Michel",Hertha BSC,Sturm,32,"36,62%","7,66",245
270,"Cissé, Papiss Demba",SC Freiburg,Sturm,17,"36,11%","9,71",165
271,"Huntelaar, Klaas-Jan",FC Schalke 04,Sturm,32,"36,04%","7,06",226
272,"Ivanschitz, Andreas",1. FSV Mainz 05,Mittelfeld,26,"36,01%",5,130
273,"Son, Heung-min",Hamburger SV,Sturm,27,"36,00%","4,33",117
274,"Jendrišek, Erik",SC Freiburg,Sturm,19,"35,79%","3,58",68
275,"Rosenberg, Markus",Werder Bremen,Sturm,33,"35,67%","7,09",234
276,"Allagui, Sami",1. FSV Mainz 05,Sturm,19,"34,78%","6,74",128
277,"Zidan, Mohamed",1. FSV Mainz 05,Sturm,14,"34,20%","5,64",79
278,"Kagawa, Shinji",Borussia Dortmund,Mittelfeld,31,"34,19%",6,186
279,"Abdellaoue, Mohammed",Hannover 96,Sturm,28,"33,62%","5,68",159
280,"Mölders, Sascha",FC Augsburg,Sturm,29,"33,55%","8,83",256
281,"Freis, Sebastian",SC Freiburg,Sturm,19,"33,06%","4,21",80
282,"Pukki, Teemu",FC Schalke 04,Sturm,19,"32,64%","3,32",63
283,"Berg, Marcus",Hamburger SV,Sturm,13,"32,35%","6,77",88
284,"Shechter, Itay",1. FC Kaiserslautern,Sturm,23,"31,78%","5,91",136
285,"Helmes, Patrick",VfL Wolfsburg,Sturm,16,"31,55%","6,25",100
286,"Schipplock, Sven",1899 Hoffenheim,Sturm,20,"31,27%","4,05",81
287,"Ya Konan, Didier",Hannover 96,Sturm,28,"30,26%","5,75",161
